Founder of 'The Canteens of Future' Project; visited 5+ schools. Convinced administration to ensure provision of healthy and hygienic food in canteens; run a blog for awareness .
"Co-ordinator/Founder of charity projects; lead a campaign for awareness of iron deficiency in women, distributed iron tablets in anaemic women in Nawashabad village."
"Co-founder of HG & Associates Lawn Firm; I started a small mowing ""firm"" with a friend. We started in the Summer of 2016 - service six lawns, and employ students to mow.""."
"Co-Founder, Co-President, Williston STEM Club; Inform and educate the community about recent advancements in scientific and technological fields by hosting discussions and assembly announcements."
"Founder/President, Science National Honor Society; Sought out national organization and brought the information to my school. Applied school to charter a new chapter. Inducted 50 students."
Founder and President of [ST]^2; Students Teaching Seniors Tech consists of a group of dedicated students looking to bridge the gap between technology and our elderly community.
"Founder, Extend a Hand Refugee Organization; Organized student visit to local refugee center (11th); Working with Director to formalize bi-weekly program and ongoing relationship with my school."
"Founder/President of Sister City Club at Staples; National acknowledgment for pen pal club, 6 box toy drive, visit to nicaragua to teach in spanish and create after school programs for nagarote youth."
Hypergonix - Founder/Owner; Create and manage a gaming server to ensure that players are abiding by the rules and manage the server's finances and updates for over four years.
"President, Founder, and Head Tutor of the club; Chess Club: hold multiple interscholastic chess tournaments in school."
Founder and Cameraman of Class Photography Team; Record special events like open classes & ceremonies together; provide school with supports for micro film shooting & photo album making.
"Founder/President of Namaste Club - WNS; Established new club for female students to promote friendships, support, and unity through activities such as yoga, cooking, and art."
"Co-founder/Director, Int'l Development Club; Helped found 50+ member club that tackles global issues. Led campaigns and raised $1,004. Sent proceeds to pay for Haitian students' tuition."
"Founder, School Minority Society; Recruited 20 members; organized ethnic culture presentations; cooperated w/ art club to hold an ethnic fashion show; petitioned for culture diversity."
"Co-founder, School History Society; Read & discussed books & documents extensively w/ 10 history enthusiasts; published views on historical novels & dramas on school paper."
"Co-founder, School iOS Development Team; Studied Corona SDK; designed an iOS game application; provided a platform for later app developers."
Italian Club Founder; Italian Club does not only promote Italian culture but raises money for a local charity.
"Founder of App Development Company, ProjecTapp; Head UI/UX engineer. Designed and develop apps. Won 3rd in the AirConsole student competition. Only high school group to participate and place."
"Co-Founder, Editor in Chief at the Modern Filament; A digital newspaper focusing on critiquing contemporary societal issues. As a founder, I worked on managing website analytics and recruiting writers."
"Co-Founder, Kamla Puri Memorial Library; Led book collection drive;Taught maths to children of Sarhaul Village;Organized events to spread literacy and encourage scientific & rational thinking."
"Founder, Rubik cube club; Founded a rubik cube club and taught friends and students how to solve it."
"Founder, School Honesty Shop; Started an unmanned shop for students to help instil values of honesty and integrity. This is now adopted by the school."
"Founder, Editor | ISAK Core Catalyst; I created my school's intranet for students, faculty and staff to share their experiences and build a collective history of our new school."
"Founder of Shenzhen Lacrosse Association; Founded and legally registered the association in 2015; hosted many lacrosse-related events and clinics to teach people lacrosse in Shenzhen, China."
Defining Feminism: Co-Founder; First gender equality discussion group at St. Stephen's. Hosted lunchtime discussions and led a feminine hygiene product drive for the less fortunate.
