commonappid,actnum,hondet,commonactid
15227395,5,Origami Club Founder and President; I was the first to develop this club at my school. I instructed 13 students about intricate masterpieces made from a Korean paper called hanji.,152273955
15227395,6,Youth Group Praise Team Founder; I am the founder and president of the youth group praise team at the Korean Presbyterian Church. I select the pieces and organize the rehearsals.,152273956
15229796,5,"Co-Founder of ECA Union at SCIE; Led a group of 11 people to search for possible sponsors; raised over 20,000 RMB to fund 40 student-led clubs at SCIE.",152297965
15229796,6,Founder of Outdoor Club at SCIE; Enthusiastically organized outdoor activities such as cycling and hiking; negotiated with sponsors about possible cooperation.,152297966
15231213,9,"Founder, Embroidery Club; A gathering of art students for informal embroidery and learning of skills. I was the one who suggested the club be created.",152312139
15233329,8,"Founder, NFLS-Xianlin Swimming Club; Came 2nd place in the 19th  Swimming Competition of Nanjing youth group; Provided training for new members.",152333298
15233948,3,"Leadership Club- Founder, President, Secretary; Develop plan to address an unserved community need, unify efforts of clubs at school events to promote school spirit, encourage leadership in students.",152339483
15235107,6,Founder of School Badminton Team; Teach badminton activities.,152351076
15235647,3,"Best Buddies Chapter President; I founded my school's chapter of Best Buddies, which is an organization that helps students with Intellectual and Developmental Disabilities.",152356473
15235647,7,"Singer; I have sung competitively for 10 years, garnering numerous awards. I'm also a co-founder and charter member of my school's elite acapella group.",152356477
15235671,1,"Investment Club, Founder; Initiated and organized new club.  Procure speakers; compete in Economics Wisconsin competition; discuss investing strategies.",152356711
15236380,5,"Tome Traders, Co-founder; Collected >2000 books; donated to Boys & Girls Clubs in LV to promote joy of reading; created a commercial; won Yale Day Service Award 2016.",152363805
15236380,6,"Dance (9-10; Jr. Captain-11); Founder, Coed; Cougar Spirit Team (Dance, Cheer & Colorguard); 1st place - LV; 2x Most Committed Dancer Award; Started Coed team 12th; Showcased 1st Bollywood dance.",152363806
15236380,9,President and Founder of Young Democrats; Brought charter to school; initiated CHS's first debate with Teenage Republicans; Rep. CHS for greater political activism at Sun Youth Forum in LV.,152363809
15243860,1,"Founder and President, Junior States of America; 6 month effort to obtain charter and sponsor, recruited officers and members, JSA helps students become active, informed citizens (jsa.org).",152438601
15244049,2,Founder of Symphony World - Online Platform; Platform to help upcoming musicians build a credible virtual profile & an audience.150 musicians featured; 2300 followers in first month of existence.,152440492
15244049,6,Founder/Baquare;online marketplace;bakery products; Developing a platform; revolutionizing the industry by encouraging locally estd. high-segment brands to retail online.,152440496
15244049,9,"Intern at Clues Network (P) Ltd.; Shopclues.com - an online marketplace for SMEs.Worked under co-founder & Chief Business Officer, Mrs.Radhika Agarwal, learned core-skills in marketing.",152440499
15251794,1,"Founder, CEO, CFO; Co-Founded and established Search Engine Optimization company and developed business plan along with acquiring a stable client base.",152517941
15271012,1,"Co-founder, Ceiling Buddies Club; Painted ceiling tiles for Boston Children's Hospital (9th), launched WHS club (11th), launched new chapters at 3 other local high schools.",152710121
15276422,1,"Founder of Math Club; I establish the club, recruit members, prepare problem sets and lectures, ask for funding, buy food, petition for competition opportunities.",152764221
15276522,4,"Captain/ Coach/ Co-founder/ Starting Point Guard; Organized practices, coached innovative concepts, communicated with league officials, holder of single-game scoring (30) and blocks records (4).",152765224
15276522,7,"Co-founder of student rap group, The Tic Tac Squad; Released three mixtapes + 1 R&B EP. Over 60 total songs composed. Received collaboration offer from LA rapper Benny Troung. 400+ plays on Soundcloud.",152765227
15282270,1,Founder of H.E.A.R.T.S.; This is a non-profit org. that helps disabled children express creativity through art. My school nominated me for the Silver Knight Award.,152822701
15284821,6,"Co-Founder, Greatest Generation Karaoke Company; Share the joy of music through karaoke sing-alongs with the elderly in assisted living facilities, senior centers, and nursing homes.",152848216
15288633,9,"Everlasting Hair Co, Founder; Created a business to sell hair extensions, package orders, keep website updated, order products, buy and apply shipping labels for orders.",152886339
15294157,1,"Founder, Buho App; Developed an app to prevent sexual assault and create awareness on college campuses in partnership with Children's Hospital Boston.",152941571
15294157,5,"Founder/Volunteer, The Fairy Godmother Project; Founded local chapter of this national organization; collect prom dresses and accessories for young women who are unable to purchase their own dresses.",152941575
15318801,1,"Founder of Psychology Club; Plan club mission and strategy, lead weekly meetings and Harkness, organize forum with Principal as a panelist, social experiments, and lab trips.",153188011
15329362,5,"Founder/Lead Interviewer, Humans of Plano Senior; Interviewing students and faculty of Plano Senior, giving their stories a voice. Managing social media with over 500 followers.",153293625
15333287,1,Founder and President of Pure Heart Foundation Inc; Fundraise and donate books to rural Chinese children; Pure Heart Project every summer aims to give the children a transformative learning experience.,153332871
