hondet,commonactid
"Co-head/co-founder of Sharing to Learn club; Fundraising for the education of children in a village in western South Africa, leading club meetings.",154301077
"Co-founder and admin, Facebook group; Being interested in biology,I co-founded Facebook group. More than 2,000 members have joined to share knowledge and discuss about biology.",154444372
"Founder/ president,  AMC club; In order to challenge higher level of Mathematics and encourage students to be familiar with Mathematics,I founded AMC club.I placed 2nd in my school.",154444371
"Co-founder/ vice-president, Book Club; I co-founded with my classmates to be familiar with reading books. We read one book and discussed about it on every Saturday of each week.",154444374
"Co-Founder & Writer, School's Blog - Blog O Ams; I write about issues relevant to the students and faculty of our schools, trying to make subjects as dry as minor curriculum changes engaging and fun.",154481275
"Founder and Writer of ""Ams la ai"" Project""; I asked each of the students at my school to submit a story that represented who they are, together we edited them, and posted them on a blog.",154481279
Investments Club- President and founder; Club to explore aspects of investments and stock market.,154489861
"Founder, A Nest for Young Writers; Formed and operated a small company to help young writers to plan and publish their work, ensuring that they are entitled to fair compensation.",154561371
"Founder, Young Writers' Association; Have helped to identify and address issues facing young writers regarding their rights and earnings. Collaborated with adult writers' associations.",154561372
"Humans of Scarsdale Founder; Similar to Humans of New York, I listened to people's stories in my neighborhood and would post them on our FB public page for the community to enjoy.",154573134
"President and Founder of Girl Code; Girl Code was created to introduce more girls at my high school to coding in Scratch, Java and Python.",154573133
"Founder, Got Science?; Founded the school's first Science Club, planned and successfully ran an inter-school science fest - for the first time in our school.",154601311
"Founder and Leader, Happy Walls inc.; A small group and I created 'Happy Walls,' non-profit dedicated to painting murals to foster a welcoming, cheerful learning enviroment for all.",154618442
"Co-Founder & Captain; Organized matches against other schools; trained & strengthened members through weight lifting, push ups, etc.",154647122
Northview Yoga Club and Isha Kriya Yoga Teacher; Founder of Northview Yoga Club and also youngest Isha Kriya Yoga teacher in the U.S.,154671621
Northview MD Junior Founder and President; MD Junior's goal is to foster and encourage the growth of young aspiring doctors through selfless service.,154671623
"Northview Masti Founder; Invited to perform at cultural events, weddings, and universities.",154671622
"Founder & Co-President, Southlake Cares; Founded independent organization to advance values in community & service; Spearheaded 8 events in partnership w/ local establishments.",154702402
"Founder, Dragon Tutors; Founded tutoring company aimed at furthering elementary to high school education; Developed recruiting program; Hired 4 students; Devised curriculum.",154702404
Founder of Fusion Music Club; We wrote music using both Indian classical and Western instruments and won 1st place in a competition against 10 other clubs from different schools.,154726541
Event Coordinator/Senior Mentor-Black Girls United; Founding member of the club; organized all events.,1547298610
"Founder and Head of Politics Club; I founded the Politics Club to empower the girls at my school, and build their confidence and knowledge within the international political sphere.",154748273
"Owner & Founder of ""Believe and Achieve"" Tutoring""; Started a service to improve education in my locality where I tutor elementary/middle school students in subjects of math, reading, Spanish, etc.",154766841
"Co-Founder and Teacher / Roseland Library Art Club; Recruited teaching staff, designed curriculum, taught younger children fundamental art skills to establish love for and improve at the craft.",154834494
"Co-founder/Co-President Project RISHI chapter; In partnership with UCSD, we provide education and financial resources to the leprosy colony Anandwan.",154835425
Founder and President of Kids for Wish Kids; Started this club to fundraise for the Make-A-Wish Foundation and help a five year old with cancer go to Disney World. Oversee over 50 active members.,154835974
"Founder of Facepaint for Change; Raised and donated over $1,000 through facepainting at local events for Xilicun elementary school in rural China. This activity means a lot to me.",154835971
